asset_id,channel,file,archive_path,external_only,bytes,sha256,source_file,source_copy,readiness,readiness_holds,destination_status,source_sha256,width,height,pages
w01-wide,social format export,downloads/publishing-kit/weeks/w01/w01-wide.png,weeks/w01/w01-wide.png,False,881390,d89fdacac8bc1aa909ff14969b2d5e2df11394e21aab4a32dd20662565799936,assets/exports/w01-wide.webp,CAMPAIGN.weeks[id=w01],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,1196ee5bde5ecd1a112094889f46afd00c311ac759cf57dd8826f51723ac542d,1600,900,
w02,LinkedIn caption,downloads/publishing-kit/weeks/w02/caption.txt,weeks/w02/caption.txt,False,687,dbe89d56f482599aa999ab53efccb06de84c33ac43477b229b54be4129697e42,campaign-data.js,CAMPAIGN.weeks[id=w02].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w02,complete source copy,downloads/publishing-kit/weeks/w02/source-copy.json,weeks/w02/source-copy.json,False,1314,779bda3bdc586f4e6e4e77d2e3b0c384e4dc4aa8e5df0f255d50c49d4ef2dbaa,campaign-data.js,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w02,instructions,downloads/publishing-kit/weeks/w02/README.txt,weeks/w02/README.txt,False,675,766651341260a41b6d1df1a0936d34f1b5cf1326c4e2050309beb8045b9ce96d,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w02-feed,social format export,downloads/publishing-kit/weeks/w02/w02-feed.png,weeks/w02/w02-feed.png,False,681839,6ada66b3fa35341ad21227fad53d174e06334c32846607d4e4561130cb3229f6,assets/exports/w02-feed.webp,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,6dd983d7703a1f65f6d4225cfefad817c55ac4a8e8111307247f13a46e7119f1,1080,1350,
w02-square,social format export,downloads/publishing-kit/weeks/w02/w02-square.png,weeks/w02/w02-square.png,False,565674,9a1d0a89ec9633a9a20d4d2546a41f0dd32a4637b3e64312f78dc0b42a9ed2a0,assets/exports/w02-square.webp,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,e1e858f6d22338414e9e572a58c037a64648c3360cfd9d5a4825a56d93e7953b,1080,1080,
w02-story,social format export,downloads/publishing-kit/weeks/w02/w02-story.png,weeks/w02/w02-story.png,False,916836,e539a1658a96467091b589df3ecdd7be0455774b4ce1f556b2e56892914d4cfb,assets/exports/w02-story.webp,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,d08bf2b02c76e851180fc45f6efec6d743915a0492f24eeecd976b2468d2b38f,1080,1920,
w02-wide,social format export,downloads/publishing-kit/weeks/w02/w02-wide.png,weeks/w02/w02-wide.png,False,937979,ae35f5d477e8746565b69ff33af6adf3ea18fbf243acdc1c9cc43e11ead362f4,assets/exports/w02-wide.webp,CAMPAIGN.weeks[id=w02],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,45316dfa63e950147ab673894f9474fd7ab6256f696e42adc21ec8755505828b,1600,900,
w03,LinkedIn caption,downloads/publishing-kit/weeks/w03/caption.txt,weeks/w03/caption.txt,False,691,b5007268c4f313a6d4e7e4106ea4af606399fd35a266af0aae023c4bd9cb4ef1,campaign-data.js,CAMPAIGN.weeks[id=w03].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w03,complete source copy,downloads/publishing-kit/weeks/w03/source-copy.json,weeks/w03/source-copy.json,False,1389,5858e8c7de5710b6b04a69aaaaf2eb45d76bdaee786be9aea45d0debc90e9955,campaign-data.js,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w03,instructions,downloads/publishing-kit/weeks/w03/README.txt,weeks/w03/README.txt,False,731,a616b1dcf1f2589319462980fc83565898a85d650c79def37e0a86d60d77acc7,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w03-feed,social format export,downloads/publishing-kit/weeks/w03/w03-feed.png,weeks/w03/w03-feed.png,False,627764,99ffee08a9c217340616afbeb0817142cd0ea2fbe5e990adb8f00ee6f3e8abc1,assets/exports/w03-feed.webp,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,1bc89bffd3ff6168b9b2d39bf8ddf07a1e6eec60ca85bbdd2f6c015f6f8c3921,1080,1350,
w03-square,social format export,downloads/publishing-kit/weeks/w03/w03-square.png,weeks/w03/w03-square.png,False,535516,a04e8a8b919fcbd43ce4ebaa723b438100c9ac6e489adc8e8fe345cc509d7196,assets/exports/w03-square.webp,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,79eff833b569e96644af2693f7c15e5e671ffbd5d5ed4cb9c56a1efb8fbb517f,1080,1080,
w03-story,social format export,downloads/publishing-kit/weeks/w03/w03-story.png,weeks/w03/w03-story.png,False,801165,06bd814afd8868e2d5f9aedb6f73a99852437b945a33d091f724232e6db0a1e4,assets/exports/w03-story.webp,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,9b6776ccffd77b024de81225dbb13396ed379b892f0ab68eb052965c48712bef,1080,1920,
w03-wide,social format export,downloads/publishing-kit/weeks/w03/w03-wide.png,weeks/w03/w03-wide.png,False,744336,5529fc0c4f2f98d7136ed1b4c8b26a4a0513c0497dca7c5f0100c031749c7b7a,assets/exports/w03-wide.webp,CAMPAIGN.weeks[id=w03],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,0b4308372f284991d7bfc51479fd77d15a340e98349772ee9f252eb30fff696d,1600,900,
w04,LinkedIn caption,downloads/publishing-kit/weeks/w04/caption.txt,weeks/w04/caption.txt,False,688,ab7a282b6b9888f034565ef4ada71c15997a84a49a07ee32be021e9cf38842fb,campaign-data.js,CAMPAIGN.weeks[id=w04].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w04,complete source copy,downloads/publishing-kit/weeks/w04/source-copy.json,weeks/w04/source-copy.json,False,1327,b19e27beb81c5465962aa1df399b453ab7c8957d701b230f233f0f44867d961e,campaign-data.js,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w04,instructions,downloads/publishing-kit/weeks/w04/README.txt,weeks/w04/README.txt,False,694,956c59d2ff602092aa5947b5201d64a66afe44127cc9ca177a009c0b5f0b6c40,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w04-feed,social format export,downloads/publishing-kit/weeks/w04/w04-feed.png,weeks/w04/w04-feed.png,False,961296,76c7d18c5e46e833e86ac1ac7fdbabf8ff3d8f1f7bbd122c39e98787d7c8af89,assets/exports/w04-feed.webp,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,000e9fcf4a994bead2e8beebaa0c0a9b0aa3c46025a1931a2268c48c06125ae1,1080,1350,
w04-square,social format export,downloads/publishing-kit/weeks/w04/w04-square.png,weeks/w04/w04-square.png,False,789302,80ffaed044ba687bb116ca06c81bac866182b13b3c3fddc3b0afdaaa0314ae88,assets/exports/w04-square.webp,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,96045a22bbacec48638f20a1a826a67188f080a74e0bcc59e756e673ccb9fb47,1080,1080,
w04-story,social format export,downloads/publishing-kit/weeks/w04/w04-story.png,weeks/w04/w04-story.png,False,1340145,ca4516a79fb599832b0cab2e1e749a3ccc7b026283ee421ef47f5581bc140c08,assets/exports/w04-story.webp,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,c8b731d6e85495cace2811024a568d60333e70f504d1e172848d4b22e529e154,1080,1920,
w04-wide,social format export,downloads/publishing-kit/weeks/w04/w04-wide.png,weeks/w04/w04-wide.png,False,1355111,b77bd0d32255c743458d4160ab3d230351696e3e1a216da90acc89dedac88956,assets/exports/w04-wide.webp,CAMPAIGN.weeks[id=w04],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,049d17b619e2ad8da230a0f9bee2c8de56d08ccc839e11d860b19c09a32d7bdd,1600,900,
w05,LinkedIn caption,downloads/publishing-kit/weeks/w05/caption.txt,weeks/w05/caption.txt,False,688,949d06d931c3b3341abee9fe13a1a855483153a1529ebdff6f2cdaebad5b1175,campaign-data.js,CAMPAIGN.weeks[id=w05].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w05,complete source copy,downloads/publishing-kit/weeks/w05/source-copy.json,weeks/w05/source-copy.json,False,1334,a272e4ff62e379e54b10c41b2cea3bce87aa94ec93448f65d348c6d6c68f7ab0,campaign-data.js,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w05,instructions,downloads/publishing-kit/weeks/w05/README.txt,weeks/w05/README.txt,False,718,8b7fedeabc3ef0c0a4213231b873935a40769c5f3f748a73feed5784ce7885a5,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w05-feed,social format export,downloads/publishing-kit/weeks/w05/w05-feed.png,weeks/w05/w05-feed.png,False,448607,e11edb154cd9194da807f68e4db767bff780b694e126db6d7c9ff15a98cd1e9e,assets/exports/w05-feed.webp,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,5e2f29c28e0131c52ee556f87d9f900e7c8bf11d25f0584b8f533ffb5f2d180c,1080,1350,
w05-square,social format export,downloads/publishing-kit/weeks/w05/w05-square.png,weeks/w05/w05-square.png,False,427905,bb048c6316b9fdbe13a41ba10fb3504e42c84279fd3728ab080d66ffb2f5bc97,assets/exports/w05-square.webp,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,82b5b4453779e8ba4a65eebd1e2a3ee87eef80e75388c9c61bbde59539cefd8c,1080,1080,
w05-story,social format export,downloads/publishing-kit/weeks/w05/w05-story.png,weeks/w05/w05-story.png,False,544337,1b439d2bc815374141847029a4bc4e7eae07cf9c0567561d03362f35121791b5,assets/exports/w05-story.webp,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,6b8f0544eb73808031d268260b2a21d8ab06341841eaaa1f744d86f22879139f,1080,1920,
w05-wide,social format export,downloads/publishing-kit/weeks/w05/w05-wide.png,weeks/w05/w05-wide.png,False,1012877,c37523a8a97fa600d2a32cd04e462270e5d5a02436fa9eb7d602654cf23229ca,assets/exports/w05-wide.webp,CAMPAIGN.weeks[id=w05],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,b938954aef5b436d02d7b54d8d12bc1c97967db629ed798dc6bc382323999aec,1600,900,
w06,LinkedIn caption,downloads/publishing-kit/weeks/w06/caption.txt,weeks/w06/caption.txt,False,702,8997c49cb61095ba1ec02615f5750d044281fb7d33644fae702df3c7e6716a7b,campaign-data.js,CAMPAIGN.weeks[id=w06].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w06,complete source copy,downloads/publishing-kit/weeks/w06/source-copy.json,weeks/w06/source-copy.json,False,1371,5fd75b0eab5aa7abfc20d980c27fd5680cc4251ee76dd6f3e3a763114a04ba44,campaign-data.js,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w06,instructions,downloads/publishing-kit/weeks/w06/README.txt,weeks/w06/README.txt,False,725,59f2d2dd1366bb06ac1f789b02d1434caaec9ad57cd67a0154273fbf666f2425,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w06-feed,social format export,downloads/publishing-kit/weeks/w06/w06-feed.png,weeks/w06/w06-feed.png,False,664832,26b2c3c84706ac8c8e23be296353f7299be75bdf929b87e00733aead0b56e6e3,assets/exports/w06-feed.webp,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,651827b6f6c820a46663749e2ca634e79031c7c0547bafec2bca70cb98bc8135,1080,1350,
w06-square,social format export,downloads/publishing-kit/weeks/w06/w06-square.png,weeks/w06/w06-square.png,False,602131,ef59ec7141ef7d0106e65a2518a1e9309632a8c478f0abe2c546dc44bf65b09d,assets/exports/w06-square.webp,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,66e2f0b79d88614612d72af27294d6dedebe5d1ca05e495a607044dc260c9326,1080,1080,
w06-story,social format export,downloads/publishing-kit/weeks/w06/w06-story.png,weeks/w06/w06-story.png,False,829373,447c119d750ed9bf9864923434f09e6c0572caa60663bd9d305c536cc49c0a18,assets/exports/w06-story.webp,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,675e30b884b86fbca9bdf7e89dfd1ec8eb11add27e0e63d0644e31f16215cc34,1080,1920,
w06-wide,social format export,downloads/publishing-kit/weeks/w06/w06-wide.png,weeks/w06/w06-wide.png,False,1103462,b9cbedfaf7a970b20fce74eea5f11941fe681548cd8172882be125cf6780ca6d,assets/exports/w06-wide.webp,CAMPAIGN.weeks[id=w06],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,a85ead120e130816254b31ef3996080891d3ab80873b58d9ab99ab0f2b9fc5f5,1600,900,
w07,LinkedIn caption,downloads/publishing-kit/weeks/w07/caption.txt,weeks/w07/caption.txt,False,620,f7ff07b39a783c9b399203f36b436898d23c6fd3d94cbae8f90aa189007516b5,campaign-data.js,CAMPAIGN.weeks[id=w07].caption,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w07,complete source copy,downloads/publishing-kit/weeks/w07/source-copy.json,weeks/w07/source-copy.json,False,1285,27d82adcd37ef7243c33ffc0ba8c38f5af298f68fb09313274017636bea54ca3,campaign-data.js,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w07,instructions,downloads/publishing-kit/weeks/w07/README.txt,weeks/w07/README.txt,False,715,e0b3a46ebe6c8e6e13d28decf65595c870426aa867127cfb0c7643d2730d7a4c,campaign-data.js,,file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,754ba9aeb0fcd8c69d1f595f418644921dd9428bb89fc8c09c9096e03ef28d96,,,
w07-feed,social format export,downloads/publishing-kit/weeks/w07/w07-feed.png,weeks/w07/w07-feed.png,False,791090,e7843a660fa73f599fc1d5928641005847ec125245b55b36addb72bc1bbe909f,assets/exports/w07-feed.webp,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,ecebfead6f3b37a7ae7b9d59c54813e195a64b9e74116b42e4ce6705f54e789a,1080,1350,
w07-square,social format export,downloads/publishing-kit/weeks/w07/w07-square.png,weeks/w07/w07-square.png,False,689341,755cccadf0043a2c87d31308bf07f95dc2635e9594726833d1b070062f603afc,assets/exports/w07-square.webp,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,35ce98984b19b04a1f2bef8a812c142e8a3bea6164582c0b8e401f3d9c4bcca1,1080,1080,
w07-story,social format export,downloads/publishing-kit/weeks/w07/w07-story.png,weeks/w07/w07-story.png,False,1023716,c3563b60a8eac3b207c544a444c90247de5f3976a5073fd71bc0c33d77b16a6a,assets/exports/w07-story.webp,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,ef0c1003015ca869b2859dec3f08a394540b949f544e3f797ef6f59f5a98ef4e,1080,1920,
w07-wide,social format export,downloads/publishing-kit/weeks/w07/w07-wide.png,weeks/w07/w07-wide.png,False,1282678,894eb76dd9a66cc7c39cc25337520a1836e637455eb3e4fa41a1aa5bfb2ce7ff,assets/exports/w07-wide.webp,CAMPAIGN.weeks[id=w07],file_exported; activation_held,"REVIEW ONLY — NOT ACTIVATED. Technical claims, destination/form/tracking, audience, owner and human release approval remain required. Source URLs are unverified; no publishing or send authority.",source_provided_unverified,3ad3e77953987a8b45dcd6e94b17c86c4b151a5ef0369372b5b90dd14b91f54e,1600,900,
